subject,exam_name,paper_number,question_number,question_text,option_a,option_b,option_c,option_d,correct_answer,unique_question_id,question_type
Percussion Instruments,Question Papers of NET December 2015,Paper II,34,संगीत रत्नाकर में ताल का अध्याय है :,चौथा,पांचवा,छठा,सातवां,B,PER_bc8bd429,Normal MCQ
Percussion Instruments,Question Papers of NET December 2015,Paper II,35,एकताल में लक्ष्मी ताल को सम से सम तक बजाने पर कौन सी लयकारी बनेगी ?,³/²,⅔,¾,⁴/³,A,PER_b56ede85,Normal MCQ
Percussion Instruments,Question Papers of NET December 2015,Paper II,36,"""फरद"" किससे सम्बन्धित है ?",कायदा,पेशकार,गत,परन,C,PER_e4edfa90,Normal MCQ
Percussion Instruments,Question Papers of NET December 2015,Paper II,37,पं. गोविन्द राव बुरहान पुरकर द्वारा लिखित पुस्तक है :,मृदंग-तबला वादन,मृदंग-सागर,मृदंग मंजरी,मृदंग कौमुदी,A,PER_3e2476bc,Normal MCQ
Percussion Instruments,Question Papers of NET December 2015,Paper II,38,राजा नवाब अली कृत मारिफुन्नग़मात के अनुसार 3 ताली व 3 खाली युक्त ताल है :,धमार,आड़ा-पौताल,एकताल,इकवाई,A,PER_77ed118f,Normal MCQ
Percussion Instruments,Question Papers of NET December 2015,Paper II,39,मणिपुरी नृत्य में संगत के रूप में प्रयुक्त अवनद्ध वाद्य :,मद्दलम,श्री खोल,ढोलक,तिमिला,B,PER_cddfc26c,Normal MCQ
Percussion Instruments,Question Papers of NET December 2015,Paper II,40,इनमें से कौन सा अवनद्ध वाद्य नहीं है ?,तबला,पखावज,घट्म्,ढोलक,C,PER_1aafaac6,Identify the Incorrect Statement
Percussion Instruments,Question Papers of NET December 2015,Paper II,41,गुरु-शिष्या की जोड़ी को सुमेलित कीजिए : (a) उ. अमीर हुसैन खाँ        (i) फ्रांसिस शेपर्ड (b) डॉ. मुन्ने खाँ                 (ii) योग माया शुक्ला (c) पं. शारदा सहाय           (iii) चित्रांगना आगले (d) पं. छत्रपति सिंह           (iv) आबान ई. मिस्त्री कूट : (a) (b) (c) (d),(iv) (ii) (i) (iii),(iv) (ii) (iii) (i),(iv) (iii) (ii) (i),(i) (ii) (iii) (iv),A,PER_8cad5cd6,Match the List
Percussion Instruments,Question Papers of NET December 2015,Paper II,42,हाल में किस प्रख्यात पखावज वादक का निधन हुआ हैं ?,पं. पुरुषोत्तम दास,पं. रमाकान्त पाठक,पं. अयोध्या प्रसाद,स्वामी पागल दास,B,PER_57060d8a,Normal MCQ
Percussion Instruments,Question Papers of NET December 2015,Paper II,43,सशब्द क्रिया को क्रमानुसार दीजिये :,आवाप - ध्रुवा - शम्या- ताल,ध्रुवा - शम्या - आवाप - निष्क्राम,ध्रुवा - शम्या - ताल - सन्निपात,सन्निपात - आवाप - निष्क्राम - ताल,C,PER_3e4e7262,Sequence / Ordering
Percussion Instruments,Question Papers of NET December 2015,Paper II,44,पं. स्वप्न चौधरी किस तबला घराने से हैं ?,बनारस,पंजाब,लखनऊ,दिल्ली,C,PER_50458e3d,Normal MCQ
Percussion Instruments,Question Papers of NET December 2015,Paper II,45,टप्पा गायन शैली के साथ कौन सा ताल प्रयुक्त होता है ?,धमार,दीपचन्दी,अध्दा,चाँचर,C,PER_266feb0f,Normal MCQ
Percussion Instruments,Question Papers of NET December 2015,Paper II,46,"""खलीफा"" मूलतः किस भाषा का शब्द है ?",उर्दू,अरबी,संस्कृत,फारसी,D,PER_42e451bc,Normal MCQ
Percussion Instruments,Question Papers of NET December 2015,Paper II,47,दिल्ली घराने की स्थापना किस शताब्दी में हुई ?,पन्द्रहवीं शताब्दी,सोलहवीं शताब्दी,सत्रहवीं शताब्दी,अठारहवीं शताब्दी,D,PER_c59c88a1,Normal MCQ
Percussion Instruments,Question Papers of NET December 2015,Paper II,48,पाश्चात्य संगीत के 5/8 टाइमिंग को उत्तर भारतीय संगीत में कौन से ताल के समान माना जायेगा ?,रूपक,कहरवा,झपताल,एकताल,C,PER_f88bb6f8,Normal MCQ
Percussion Instruments,Question Papers of NET December 2015,Paper II,49,ताल परिकल्पना की मानसानुभूति को पार्श्वदेव ने क्या कहा है ?,मनोगा,हस्तगा,मनोभाव,तिरोभाव,A,PER_7a70df9b,Normal MCQ
Percussion Instruments,Question Papers of NET December 2015,Paper II,50,कत् है एक :,संयुक्त वर्ण,असंयुक्त वर्ण,मिश्रित वर्ण,अर्ध संयुक्त वर्ण,B,PER_a5fcb1a4,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper III,1,फरमाईशी चक्करदार न्यूनतम कितने आवर्तन में होती है ?,चार,पाँच,छह,सात,B,PER_a6fdaa18,Normal MCQ
Percussion Instruments,Question Papers of NET January 2017,Paper III,2,"झपताल के ठेके को, उसी ताल में, एक-एक बार दुगुन व चौगुन बजाकर सम पर आने हेतु किस मात्रा से प्रारम्भ किया जायेगा ?",2½  के बाद,2⅔ के बाद,2¼ के बाद,2 के बाद,A,PER_c8f3a70b,Normal MCQ
